lat,lon,fecha_inicio,causa,label,superficie_ha,region,comuna
-37.82,-72.22055556,2024-03-12,5.1 - Incendios de causa indeterminada,0,0.07,Biobío,Mulchén
-36.91277778,-72.75916667,2024-03-13,4.1 - Faenas forestales | 4.1.3. Contacto o corte de conductor eléctrico producto de faena forestal,0,0.01,Biobío,Florida
-37.42361111,-72.33111111,2024-03-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,3.9,Biobío,Los Angeles
-37.73055556,-72.24972222,2024-03-13,2.1 - Incendios Intencionales,1,0.01,Biobío,Mulchén
-37.42277778,-72.33083333,2024-03-14,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.15,Biobío,Los Angeles
-36.83055556,-73.14583333,2024-03-14,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.9,Biobío,San Pedro de la Paz
-37.27777778,-71.97305556,2024-03-14,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.19,Biobío,Tucapel
-36.81666667,-73.08194444,2024-03-14,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.3,Biobío,Concepción
-37.0675,-72.89555556,2024-03-14,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves,0,0.01,Biobío,Hualqui
-37.3825,-72.78888889,2024-03-14,5.1 - Incendios de causa indeterminada,0,0.06,Biobío,Nacimiento
-36.99333333,-73.16194444,2024-03-15,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.07,Biobío,Coronel
-37.47,-72.69222222,2024-03-15,2.1 - Incendios Intencionales,1,0.02,Biobío,Nacimiento
-37.73388889,-72.23361111,2024-03-15,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.05,Biobío,Mulchén
-37.50194444,-72.68666667,2024-03-15,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.05,Biobío,Nacimiento
-36.97361111,-72.46111111,2024-03-16,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.57,Biobío,Cabrero
-37.50055556,-72.17722222,2024-03-16,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.08,Biobío,Los Angeles
-37.28388889,-72.48694444,2024-03-16,4.9 - Líneas eléctricas,0,0.27,Biobío,Laja
-37.51416667,-72.69722222,2024-03-16,5.1 - Incendios de causa indeterminada,0,0.02,Biobío,Nacimiento
-36.78777778,-73.02361111,2024-03-16,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Concepción
-36.89777778,-73.13,2024-03-16,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,San Pedro de la Paz
-37.69277778,-73.34833333,2024-03-16,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,1.3,Biobío,Los Alamos
-37.8,-72.20277778,2024-03-17,2.1 - Incendios Intencionales,1,14.0,Biobío,Mulchén
-37.80472222,-71.21833333,2024-03-17,2.1 - Incendios Intencionales,1,0.3,Biobío,Alto Biobío
-37.25583333,-72.20444444,2024-03-17,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.03,Biobío,Los Angeles
-38.14194444,-73.20833333,2024-03-17,2.1 - Incendios Intencionales,1,2.4,Biobío,Contulmo
-37.80305556,-73.14916667,2024-03-17,5.1 - Incendios de causa indeterminada,0,0.89,Biobío,Cañete
-38.18,-73.37083333,2024-03-17,4.8 - Otras quemas,0,3.68,Biobío,Tirúa
-37.24583333,-72.82444444,2024-03-17,4.2 - Faenas agrícolas y pecuarias | 4.2.8. Otras causas negligentes no clasificadas en faenas agrícolas y pecuarias,0,1.0,Biobío,Santa Juana
-38.08166667,-73.43611111,2024-03-17,5.1 - Incendios de causa indeterminada,0,0.45,Biobío,Cañete
-36.63416667,-73.09194444,2024-03-17,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.6,Biobío,Talcahuano
-37.42194444,-72.33166667,2024-03-17,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Los Angeles
-37.58583333,-73.64388889,2024-03-17,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,Lebu
-36.99138889,-73.52888889,2024-03-17,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,Coronel
-37.50277778,-72.6925,2024-03-17,2.1 - Incendios Intencionales,1,0.27,Biobío,Nacimiento
-37.15277778,-72.52888889,2024-03-18,4.9 - Líneas eléctricas,0,1.1,Biobío,Yumbel
-37.02916667,-73.135,2024-03-18,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.28,Biobío,Coronel
-36.68444444,-72.95333333,2024-03-18,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.22,Biobío,Tomé
-37.47027778,-72.40333333,2024-03-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Los Angeles
-37.47,-72.40333333,2024-03-19,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.32,Biobío,Los Angeles
-37.50194444,-72.68638889,2024-03-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.34,Biobío,Nacimiento
-37.26944444,-72.78055556,2024-03-19,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,1.45,Biobío,Santa Juana
-37.09916667,-72.43388889,2024-03-19,1.9 - Líneas eléctricas,0,0.01,Biobío,Cabrero
-37.31888889,-72.37666667,2024-03-19,5.1 - Incendios de causa indeterminada,0,0.36,Biobío,Los Angeles
-37.85916667,-73.52833333,2024-03-19,4.1 - Faenas forestales,0,7.0,Biobío,Cañete
-37.2075,-72.22194444,2024-03-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.02,Biobío,Los Angeles
-37.45166667,-72.34194444,2024-03-19,2.1 - Incendios Intencionales,1,1.35,Biobío,Los Angeles
-37.83194444,-73.35861111,2024-03-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,3.22,Biobío,Cañete
-37.75138889,-72.29166667,2024-03-19,5.1 - Incendios de causa indeterminada,0,6.0,Biobío,Mulchén
-37.34083333,-72.66222222,2024-03-19,2.1 - Incendios Intencionales,1,0.06,Biobío,Laja
-37.48777778,-72.40472222,2024-03-19,2.1 - Incendios Intencionales,1,20.0,Biobío,Los Angeles
-37.38555556,-72.865,2024-03-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.0,Biobío,Nacimiento
-36.55805556,-72.95277778,2024-03-19,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.1,Biobío,Tomé
-37.38583333,-72.93166667,2024-03-19,4.1 - Faenas forestales,0,2.5,Biobío,Nacimiento
-37.2075,-72.22138889,2024-03-20,4.11 - Producción y/o extracción de productos y/o derivados del bosque,0,0.01,Biobío,Los Angeles
-36.68333333,-72.96222222,2024-03-20,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.54,Biobío,Tomé
-37.25333333,-72.20361111,2024-03-20,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.3,Biobío,Los Angeles
-37.14555556,-72.92638889,2024-03-21,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.07,Biobío,Hualqui
-37.23166667,-72.59888889,2024-03-22,4.9 - Líneas eléctricas,0,0.3,Biobío,Laja
-36.80722222,-73.09277778,2024-03-22,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.2,Biobío,Hualpén
-36.595,-72.95916667,2024-03-22,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.02,Biobío,Tomé
-38.14166667,-73.39722222,2024-03-24,4.1 - Faenas forestales,0,0.52,Biobío,Tirúa
-37.06527778,-72.8625,2024-03-24,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.05,Biobío,Hualqui
-36.865,-72.75527778,2024-03-24,4.8 - Otras quemas | 4.8.1. Quema no avisada con fines de limpieza en canales  cunetas  cercos o caminos (en predios particulares o públicos) que se propaga libre y sin control,0,0.6,Biobío,Florida
-37.35527778,-72.65027778,2024-03-25,4.1 - Faenas forestales | 4.1.5. Rebrote de quema forestal no avisada que  se propaga libre y sin control,0,0.052,Biobío,Laja
-37.59333333,-72.13277778,2024-03-25,4.2 - Faenas agrícolas y pecuarias,0,1.5,Biobío,Santa Bárbara
-36.63277778,-72.81805556,2024-03-25,5.1 - Incendios de causa indeterminada | 5.1.1. Se investiga pero no es posible establecer la causa,0,0.03,Biobío,Tomé
-37.13166667,-72.58,2024-03-25,2.1 - Incendios Intencionales,1,0.01,Biobío,Yumbel
-37.73527778,-72.27361111,2024-03-25,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.03,Biobío,Mulchén
-37.18111111,-72.65944444,2024-03-25,4.8 - Otras quemas,0,0.2,Biobío,Yumbel
-36.96138889,-72.77638889,2024-03-25,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.01,Biobío,Hualqui
-37.62861111,-72.25972222,2024-03-26,1.2 - Faenas agrícolas y pecuarias | 1.2.1. Quema avisada de desechos agrícolas  que se propaga libre y sin control,0,0.35,Biobío,Mulchén
-37.82055556,-73.26277778,2024-03-26,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.27,Biobío,Cañete
-37.07055556,-72.2525,2024-03-27,4.1 - Faenas forestales | 4.1.7. Empleo de fuentes de calor en zonas de faenas/campamentos forestales,0,0.05,Biobío,Cabrero
-37.63305556,-72.39972222,2024-03-28,4.2 - Faenas agrícolas y pecuarias,0,9.5,Biobío,Mulchén
-37.51611111,-71.93638889,2024-03-28,4.8 - Otras quemas | 4.8.1. Quema no avisada con fines de limpieza en canales  cunetas  cercos o caminos (en predios particulares o públicos) que se propaga libre y sin control,0,0.04,Biobío,Quilleco
-37.50916667,-72.22138889,2024-03-28,2.1 - Incendios Intencionales,1,1.45,Biobío,Los Angeles
-38.20527778,-73.41027778,2024-03-28,2.1 - Incendios Intencionales,1,2.0,Biobío,Tirúa
-38.20027778,-73.41138889,2024-03-28,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves,0,1.5,Biobío,Tirúa
-37.795,-72.10305556,2024-03-29,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,20.0,Biobío,Mulchén
-37.63583333,-73.45555556,2024-03-29,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.4,Biobío,Los Alamos
-37.29361111,-72.63694444,2024-03-29,2.1 - Incendios Intencionales,1,0.3,Biobío,Laja
-36.73694444,-72.955,2024-03-29,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.01,Biobío,Penco
-37.01777778,-72.26888889,2024-03-29,5.1 - Incendios de causa indeterminada,0,0.07,Biobío,Cabrero
-38.07583333,-73.40388889,2024-03-30,2.1 - Incendios Intencionales,1,2.0,Biobío,Cañete
-36.75,-72.92277778,2024-03-30,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 1.7.3. Generado por vehículo  (roce metálico  tubo de escape  desperfecto  otros),0,0.03,Biobío,Penco
-37.68361111,-72.26194444,2024-03-30,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Mulchén
-37.55833333,-72.29527778,2024-03-30,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.08,Biobío,Los Angeles
-38.14027778,-73.08694444,2024-03-30,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,Contulmo
-37.22916667,-72.24777778,2024-03-30,5.1 - Incendios de causa indeterminada,0,0.41,Biobío,Los Angeles
-36.89472222,-73.12555556,2024-03-31,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.05,Biobío,San Pedro de la Paz
-36.92194444,-73.14611111,2024-03-31,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.02,Biobío,Coronel
-37.82694444,-72.24861111,2024-03-31,2.1 - Incendios Intencionales,1,0.5,Biobío,Mulchén
-37.46583333,-71.93194444,2024-03-31,2.1 - Incendios Intencionales,1,0.01,Biobío,Quilleco
-36.89888889,-73.13027778,2024-03-31,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.1,Biobío,San Pedro de la Paz
-37.12861111,-73.05527778,2024-04-01,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,0.0025,Biobío,Santa Juana
-37.05277778,-73.52638889,2024-04-01,5.1 - Incendios de causa indeterminada,0,2.35,Biobío,Coronel
-36.74638889,-72.89777778,2024-04-09,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.6,Biobío,Penco
-37.16527778,-72.9025,2024-04-09,1.8 - Otras quemas,0,0.9,Biobío,Hualqui
-36.65916667,-72.70166667,2024-04-09,4.1 - Faenas forestales | 4.1.6. Quema avisada de desechos forestales mal ejecutada que se propaga libre y sin control (plan de quemas  aviso de quemas),0,0.03,Biobío,Florida
-37.62055556,-73.46805556,2024-04-09,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.06,Biobío,Los Alamos
-36.66277778,-72.76944444,2024-04-10,4.2 - Faenas agrícolas y pecuarias | 4.2.1. Quema no avisada de desechos agrícolas que se propaga libre y sin control,0,0.12,Biobío,Tomé
-37.88861111,-73.40444444,2024-04-11,1.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros),0,0.4,Biobío,Cañete
-37.31222222,-71.93277778,2024-04-13,1.2 - Faenas agrícolas y pecuarias | 1.2.1. Quema avisada de desechos agrícolas  que se propaga libre y sin control,0,2.12,Biobío,Tucapel
-36.71916667,-72.82722222,2024-04-14,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.06,Biobío,Tomé
-36.73777778,-72.9425,2024-04-14,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Penco
-37.07388889,-72.79027778,2024-04-15,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.95,Biobío,Hualqui
-36.74638889,-72.99083333,2024-04-15,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Penco
-37.6775,-72.245,2024-04-15,5.1 - Incendios de causa indeterminada,0,0.85,Biobío,Mulchén
-37.44222222,-72.70305556,2024-04-16,5.1 - Incendios de causa indeterminada,0,0.25,Biobío,Nacimiento
-37.47444444,-72.41805556,2024-04-16,5.1 - Incendios de causa indeterminada,0,0.05,Biobío,Los Angeles
-37.10916667,-72.56361111,2024-04-16,2.1 - Incendios Intencionales,1,0.4,Biobío,Yumbel
-37.51083333,-71.82055556,2024-04-17,4.2 - Faenas agrícolas y pecuarias,0,0.05,Biobío,Santa Bárbara
-37.81527778,-72.36972222,2024-04-17,5.1 - Incendios de causa indeterminada,0,0.06,Biobío,Mulchén
-36.69055556,-72.81833333,2024-04-19,1.1 - Faenas Forestales | 1.1.1. Quema avisada de desechos forestales que se propaga libre y sin control,0,0.06,Biobío,Tomé
-37.30944444,-72.94777778,2024-04-21,5.1 - Incendios de causa indeterminada,0,0.3,Biobío,Santa Juana
-36.72444444,-72.91166667,2024-04-21,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.12,Biobío,Penco
